uid,caption
394418_mscoco_2,How high does he have to reach to hit that tennis ball?
417804_mscoco_0,a close up of a keyboard and a mouse on a desk
190546_mscoco_2,A train driving down the train tracks next to houses.
290170_mscoco_4,A motorcyle is driving across a parking lot.
351335_mscoco_0,A man holding a cell phone sitting in a yellow seat.
395083_mscoco_2,A grassy tree filled field with a lot of kites in the air.
121633_mscoco_0,A group of elephants standing in the water.
425160_mscoco_3,A man is smiling at the camera wearing a blue tie.
292741_mscoco_1,a couple of chairs in front of a television
511760_mscoco_4,A man and child standing on top of a lush green field.
552883_mscoco_2,A empty laundry room with lot of storage space.
515785_mscoco_3,Young man following throwing frisbee in city park.
183144_mscoco_0,A group of people walking in the rain while carrying umbrellas.
542933_mscoco_4,A baseball player prepares to swing in front of spectators.
326265_mscoco_4,Two paper plates sitting on top of a table covered in pizza.
92861_mscoco_1,A person taking a slice of pizza from a plate.
217997_mscoco_3,A man is carrying his surfboard as he walks into the ocean.
572331_mscoco_0,Several pillows are lined up down the length of a bed.
328372_mscoco_1,A tall red and white double decker bus traveling past a two story building.
318645_mscoco_1,A horse and cows graze in a grassy field on a cloudy day
328802_mscoco_2,A zebra in a dirt and wooded enclosure at a zoo.
540473_mscoco_3,Two people playing on a Wii in a living room.
406211_mscoco_3,Cat on blue box item watching television show.
368222_mscoco_2,Man sitting at table using handset in conjunction with cell phone.
72829_mscoco_4,This picture from yesteryear shows a group well-dressed boys posing with their two mentors.
10211_mscoco_4,Two larger giraffes look onto baby giraffes by small river
112378_mscoco_1,A bunch of bananas on a wooden bench with hammocks in the background.
410446_mscoco_3,A city street with barricades at the end of it.
142129_mscoco_0,A red four door car pulling into a parking space with a meter.
302242_mscoco_2,a close up of a vandalized stop sign on a street
422375_mscoco_0,A person in a suit takes a photo of themselves in the mirror.
278006_mscoco_1,"Street signs in front of a hree-story grey frame house with bay windows, dormers, and a porch."
161840_mscoco_1,A group of cats standing on a window sill.
16098_mscoco_2,"A person sitting and playing with a controller, with Mario in the back."
60989_mscoco_1,That concrete is going to be hard on his body if he misses this skateboard trick.
502024_mscoco_0,A white controller for the Nintendo Wii game system.
270376_mscoco_1,an old building in a asian country with a billboard
304291_mscoco_4,a horse that is walking around a field
34773_mscoco_0,A large white and black dog laying on top of a couch.
532003_mscoco_2,A woman holding a frisbee up at a festival.
131431_mscoco_0,A large building with a clock on the front of it
219063_mscoco_0,a apple computer that is on a desk
540762_mscoco_2,"A horse sculpture in the foreground with a colorful, ornate building in the background."
524387_mscoco_0,A white plate holding a piece of cake and frosting.
544876_mscoco_2,Two young children sitting outside on a bench eating doughnuts.
308543_mscoco_2,A person holding two spoons over a sink
553731_mscoco_1,A man dressed up as a clown is holding a cellphone to his ear.
552775_mscoco_2,an image of man baking goods in the oven
71021_mscoco_3,Two girls are busy at work on their laptops.
521605_mscoco_0,"A plate topped with meat, eggs and potatoes."
21164_mscoco_4,A man carrying his surfboard on the beach to the water.
464911_mscoco_2,A bud with meet and vegetables on the inside
365928_mscoco_4,Many tropical shade coverings on a sandy beach.
116413_mscoco_4,a couple of pizzas are inside of a oven
236868_mscoco_0,Tennis players do give congratulations to their opponents.
492444_mscoco_4,a couple of people standing on a peer
272970_mscoco_0,A large blue object that has stuffed animals inside of it.
29019_mscoco_2,A large and tall clock in a big city
119120_mscoco_2,A person watching a sheepdog chase a white disc across a green field with mist covered mountains in the background.
35671_mscoco_2,A man riding on a horse while trying to hold onto another animal.
143696_mscoco_3,A group of building that are sitting on the water.
100081_mscoco_1,A couple of people standing next to a wave in the ocean.
101341_mscoco_0,A group of giraffe standing next to each other.
291048_mscoco_0,A women who is holding the door handle to a truck.
389957_mscoco_0,The bird sits on a thin branch near berries.
207670_mscoco_4,A girl skis first in a line of skiers.
291834_mscoco_0,a person jumping over a ramp with a skateboard
526654_mscoco_3,A man eating hot dogs two at a time.
113570_mscoco_3,A train passing by fields and greenery on a track.
249964_mscoco_2,A tagged cow in a grass field looking at the camera.
82468_mscoco_1,there is meat and vegetables on a white and brown plate
79975_mscoco_1,A young person ridding a skateboard between orange cones down a street.
29430_mscoco_3,a cell phone laying in a bowl of beads
411871_mscoco_0,Remnants of a meal sit on a square plate on a colorful surface.
192001_mscoco_3,The train is going down the railroad track.
178236_mscoco_1,A man on a tennis court going after the ball with a racquet.
72536_mscoco_1,A large pizza sitting on top of a white plate.
153847_mscoco_0,A animal laying in the sand on a beach.
317049_mscoco_3,A person is riding down a hill in the snow on a snowboard.
493704_mscoco_1,A person riding a horse in a big open sandy area.
439907_mscoco_0,A bathroom with a shower and a white sink on a wooded counter.
18136_mscoco_1,People on a boat traveling in a river
123545_mscoco_4,Two men who are standing on a tennis court with racquets.
115060_mscoco_2,A very ornate and very pretty gold clock.
554805_mscoco_3,Two adult cows and one baby in a pen moving around.
560918_mscoco_1,A little boy trying to fix the skateboard.
573947_mscoco_3,A van sitting in front of traffic signals next to a bridge.
517018_mscoco_2,A kitchen area with counters and a chrome sink.
138078_mscoco_0,Baseballer standing with mitt in fenced field and grass
258291_mscoco_0,A white bus sitting next to lots of buildings.
331959_mscoco_0,Two men playing frisbee on teams at a public park.
528544_mscoco_4,A blue shelf has a pile of white things under it.
451571_mscoco_3,A close up of a corn on the cob that has been eating.
68490_mscoco_2,Two brown horses stand in a sand and grass covered plain.
527501_mscoco_4,A prohibitory sign is posted next to a building.
350000_mscoco_0,There are orange beach umbrellas lined up on a beach
514901_mscoco_4,A block of cheese near grapes bread and crackers.
16744_mscoco_1,A person on a snowboard jumping in the air.
288170_mscoco_2,a city street with parked cars and buildings
355137_mscoco_2,Woman on cross country skis traveling on path in forest.
35891_mscoco_4,THE LIGHT IS GREEN BUT THERE IS A DIGITAL SIGN THAT SAYS MASON ST CLOSED
202562_mscoco_4,A black and white photo of a suit case.
518873_mscoco_2,Someone has been living in a motel room for awhile.
3867_mscoco_0,Two zebras who are grazing on some grass.
466156_mscoco_1,a cat sitting on a car engine with the hood up
52627_mscoco_2,Person in jeans and sneakers standing on yellow fire hydrant.
365701_mscoco_2,A baseball pitcher steps forward as he winds up a pitch.
271970_mscoco_1,A church with a clock on the tower is at the entry to a neighborhood.
457249_mscoco_3,a woman is throwing a disk outside in the sun
308964_mscoco_1,Tea light candles are lit on the kitchen counter.
399759_mscoco_3,A woman sits in front of the fountain holding the hot dog
226380_mscoco_0,a woman walks down the street holding a umbrella
455365_mscoco_3,A black cat is sitting on the rug covered lid of a toilet bowl.
206496_mscoco_0,an elephant carrying some people on its back
556248_mscoco_1,Many ducks are congregating on the island in the sea.
555472_mscoco_1,An elephant crossing the road in front of an SUV.
451951_mscoco_0,The man in the helmet is skateboarding on a walkway.
92804_mscoco_4,A group of people who are hiking up a snowy mountain.
440507_mscoco_1,A suitcase that is next to shoes on a floor.
542089_mscoco_0,a bathroom with a bath tub a sink and a mirror
204471_mscoco_3,A sandwich cut in half served on a white plate
578553_mscoco_4,A laptop computer is sitting in a piece of luggage.
385238_mscoco_1,Four vintage photo taking inside of classrooms with large groups of people.
405093_mscoco_3,a tennis player swinging a tennis racket
237783_mscoco_4,A man and a woman looking at a Frisbee in midair.
35489_mscoco_3,a dog stares out the window of a car
225943_mscoco_4,White plate with green and brown mixed food on it.
395343_mscoco_2,A beautiful picture of a table full of flower vases.
88513_mscoco_0,A graffiti covered truck parked in front of a building.
139971_mscoco_1,this is a row of toilets in a bathroom
64779_mscoco_0,There is a stack of plates sitting next to a platter of vegetables.
402346_mscoco_3,A small bowl that has tomatoes in it.
135561_mscoco_0,"The kitchen is lit with overhead lights, shining on the cupboard and sink"
275727_mscoco_4,a yellow and gray train some tracks and trees
65394_mscoco_2,A man in a canoe with his dog about to get on deck.
398438_mscoco_0,A person cutting a multi layer cake with a knife.
295242_mscoco_1,A very large commercial plane on a runway.
540669_mscoco_0,A cat sitting on a desk next to a window.
477016_mscoco_1,A girl observes a life size toy kitchen.
155478_mscoco_4,Two people are playing a game on the nintendo wii
20334_mscoco_0,a person on a snow board laying on a snowy surface
79841_mscoco_0,"Two bikers, one in front of a building, the other in the city."
392998_mscoco_3,A man surfing on a surf board in the ocean.
393421_mscoco_3,A suitcase sitting in a hotel room with a king size bed.
381832_mscoco_4,A stoplight that is hanging from a wire.
392144_mscoco_3,A group of pilots standing next to each other.
93258_mscoco_2,Two people are at the counter making ice cream sundaes.
191078_mscoco_1,Man shopping at a grocery store at the produce section.
306335_mscoco_3,a tennis player holding a racket on a tennis court
412301_mscoco_3,The image is of a skateboarder jumping over a fire hydrant on a city street.
453452_mscoco_0,A white and grey bird in tree with green leaves.
356263_mscoco_0,Police motorcycles parked while police is gather together.
210982_mscoco_0,A group of parked motorcycles sitting on the side of a road.
182179_mscoco_1,A green picnic table next to the water.
49853_mscoco_1,a few different kind of doughnuts on a table
4283_mscoco_1,A couple of birds standing next to each other.
8594_mscoco_4,An old man is reading a book in the room.
221820_mscoco_2,a stop sign and no right run sign in a big city.
404897_mscoco_2,A room has brown carpet and a black futon.
215170_mscoco_4,very many cellphones placed on a table others not showing anything on the screen
50952_mscoco_3,People in the water on a boat near a cave.
541486_mscoco_2,A large bike and a man on a street.
273878_mscoco_2,A person has taken a picture of their phone.
195271_mscoco_3,Woman pouring a glass of egg nog on the counter.
21889_mscoco_1,A man in a safety suit walking along the edge of a dog where a cruise ship is docked.
