uid,caption
000000011169,A dog laying in a field with a cow walking behind it.
000000011172,A table topped with two loafs of bread and vegetables.
000000011181,A woman walking down a sidewalk holding a pink umbrella.
000000011182,There is an old brick building with a clock tower
000000011184,A keyboard is shown with three computer mouses.
000000011197,A man prepares to cross the street at a crosswalk
000000011198,There are plates of salad and pizza on a pan.
000000011202,A giraffe eating some food out of a bucket.
000000011209,A woman sitting on the back of a couch next to a man wearing glasses.
000000011241,A buffet set up with various food items.
000000011260,Train on track as it approaches a bridge.
000000011262,Several crafting items are lying on a table.
000000011269,Black and white photo of a train and switching gear.
000000011291,A man and a woman in front of a table full of wine.
000000011300,a small child sitting on a ground with a skate board near by
000000011313,A white bed topped with pillows and blankets.
000000011316,A man is standing on the beach with a surfboard.
000000011340,A large elephant walking next to a man
000000011360,"On a kitchen counter top, a knife rests on an empty cutting board."
000000011374,A plane descends as seen through tree branches.
000000011390,The two teddy bears are posed together to take a photo.
000000011449,A man dressed very nice posing for a picture.
000000011494,a double decker bus with people on top and a stripped flag
000000011511,A statue of two people sitting on a bench.
000000011525,a large air plane flying in the sky
000000011538,a man wearing leather riding on a motorcycle
000000011552,A brown bear walking through a forest next to a fallen log.
000000011567,a tennis player with a racket on a court
000000011570,A painted scene of a horse and wagon with buildings and trees in the background.
000000011615,a stack of traffic signs on a pole next to a street.
000000011625,a girl on a beach playing with a frisbee
000000011696,A dog climbing on top of a person sleeping on a couch.
000000011703,White windows and doors with signs on the walls.
000000011712,A corner of a room with gray walls and gray curtains has a black clock hanging.
000000011721,A clock on the wall of a brick building
000000011727,"A bathroom containing a white toilet, white sink, and white tile on the walls."
000000011742,A partially-full glass of wine with a partially-full bottle sit on a table.
000000011788,Older model stop light on a street corner in a tropical city.
000000011796,A kid that is holding a toothbrush in her hand.
000000011925,"Two trays hold fruit, vegetables, cheese and cookies."
000000012010,a close up of some toppings on some food
000000012014,A red double-decker bus stopped on the street.
000000012016,There are two street signs on top of a stop sign.
000000012020,A youth skateboarding on a ramp outside during the day.
000000012047,A male baseball player swinging to hit a ball.
000000012062,A sheep in a cage looking at sheep fur.
000000012085,A man sleeping in a bed with two cats.
000000012101,A toilet with a picture frame with captions on it
000000012115,A man in a shopping district looking at a bird.
000000012120,Two women playing tennis at a professional court.
000000012166,Two horses are grazing in the grass near a fence.
000000012204,a couple of giraffes that are standing in a fence
000000012209,A baseball player preparing to bat on the field
000000012231,an image of meat and veggies on a white plate
000000012238,"A man on a motorcycle behind a red car, at a stop light."
000000012268,A gold colored purse designed like a bus.
000000012269,A little girl holding an umbrella in the middle of a store.
000000012280,An airport with a woman carrying a piece of luggage.
000000012319,Two small giraffes stand in a grassy savanna.
000000012323,A toilet and two rolls of toilet paper in a small room with ledge and window.
000000012333,A woman riding on the back of a white horse.
000000012370,A man riding on the back of a motorcycle.
000000012448,A baby stares to the left while taking a picture with a teddy bear lays beside it.
000000012464,two little birds sitting on top of a wedding cake
000000012543,two kids are flying a kite in a field
000000012547,Two elderly people are sitting on a city bench.
000000012551,A room with three old tubs and peeling walls.
000000012552,a batter hitting a baseball with a at home plate
000000012576,A woman sitting at a table topped with pizza.
000000012666,A large group of people in a very colorful van
000000012667,A phone with a banana where the receiver should be.
000000012700,A living room is furnished with old furniture
000000012706,The Eiffel Tower is shown in all of its grandeur.
000000012731,A couple of green model trains parked next to each other.
000000012733,A person taking a picture of a large Christmas tree that is well decorated.
000000012741,"Two children laying in bed together, the girl is holding up one finger."
000000012744,Men with helmets on motorcycles driving on a hilly road.
000000012748,A man and child next to a horse.
000000012754,A scene from the show Mad Men and some appliances.
000000012764,a brown and white dog and a cat playing with a ball
000000012809,Two men are walking towards the ocean with their surfboards.
000000012818,A busy city street and a cluster of cabs in a parking lot.
000000012881,Two baseball players in uniforms holding a bat.
000000012896,A man is posing for a great photo shop.
000000012897,The people are at the airport with their bags
000000012938,A person is on there skate board in the street
000000012943,A black and white desk with a laptop and two speakers.
000000012946,A man riding a scooter down a sidewalk in a green shirt.
